season,match_id,team_a,team_b,team_a_score,team_b_score,winner,date,venue,strength_a,strength_b
2,PKL_S2_M054,Jaipur Pink Panthers,Gujarat Giants,37,38,Gujarat Giants,2023-02-23,Ahmedabad,0.6949451121825083,0.738305641339052
2,PKL_S2_M055,Dabang Delhi KC,Bengal Warriors,39,28,Dabang Delhi KC,2023-02-24,Ahmedabad,0.7347773274811705,0.8759711805780919
2,PKL_S2_M056,Dabang Delhi KC,Bengal Warriors,33,44,Bengal Warriors,2023-02-25,Haryana,0.7347773274811705,0.8759711805780919
2,PKL_S2_M057,Bengaluru Bulls,U Mumba,33,29,Bengaluru Bulls,2023-02-26,Kolkata,0.6211030348088759,0.8189596317257503
2,PKL_S2_M058,Bengal Warriors,Puneri Paltan,25,33,Puneri Paltan,2023-02-27,Ahmedabad,0.8759711805780919,0.6720614879037459
2,PKL_S2_M059,Haryana Steelers,Bengaluru Bulls,35,37,Haryana Steelers,2023-02-28,Ahmedabad,0.7765114096948518,0.6211030348088759
2,PKL_S2_M060,Bengal Warriors,Bengaluru Bulls,37,36,Bengal Warriors,2023-03-01,Haryana,0.8759711805780919,0.6211030348088759
2,PKL_S2_M061,Haryana Steelers,Gujarat Giants,26,32,Gujarat Giants,2023-03-02,Hyderabad,0.7765114096948518,0.738305641339052
2,PKL_S2_M062,Bengaluru Bulls,Gujarat Giants,27,44,Gujarat Giants,2023-03-03,Delhi,0.6211030348088759,0.738305641339052
2,PKL_S2_M063,Haryana Steelers,Bengal Warriors,25,41,Bengal Warriors,2023-03-04,Pune,0.7765114096948518,0.8759711805780919
2,PKL_S2_M064,Bengal Warriors,U Mumba,40,31,Bengal Warriors,2023-03-05,Patna,0.8759711805780919,0.8189596317257503
2,PKL_S2_M065,Telugu Titans,Bengal Warriors,31,43,Bengal Warriors,2023-03-06,Delhi,0.6606763524717723,0.8759711805780919
2,PKL_S2_M066,Bengal Warriors,Patna Pirates,26,35,Patna Pirates,2023-03-07,Chennai,0.8759711805780919,0.7486640192134953
2,PKL_S2_M067,Puneri Paltan,Dabang Delhi KC,40,31,Puneri Paltan,2023-03-08,Lucknow,0.6720614879037459,0.7347773274811705
2,PKL_S2_M068,Telugu Titans,Patna Pirates,38,36,Telugu Titans,2023-03-09,Hyderabad,0.6606763524717723,0.7486640192134953
2,PKL_S2_M069,Patna Pirates,Telugu Titans,43,27,Patna Pirates,2023-03-10,Mumbai,0.7486640192134953,0.6606763524717723
2,PKL_S2_M070,Jaipur Pink Panthers,Bengal Warriors,42,26,Jaipur Pink Panthers,2023-03-11,Haryana,0.6949451121825083,0.8759711805780919
2,PKL_S2_M071,Patna Pirates,Bengaluru Bulls,43,33,Patna Pirates,2023-03-12,Kolkata,0.7486640192134953,0.6211030348088759
2,PKL_S2_M072,Haryana Steelers,Bengal Warriors,38,28,Haryana Steelers,2023-03-13,Jaipur,0.7765114096948518,0.8759711805780919
2,PKL_S2_M073,Gujarat Giants,Tamil Thalaivas,42,35,Gujarat Giants,2023-03-14,Kolkata,0.738305641339052,0.7186559457364708
2,PKL_S2_M074,Gujarat Giants,U Mumba,33,29,Gujarat Giants,2023-03-15,Chennai,0.738305641339052,0.8189596317257503
2,PKL_S2_M075,Patna Pirates,Bengaluru Bulls,42,37,Patna Pirates,2023-03-16,Kolkata,0.7486640192134953,0.6211030348088759
2,PKL_S2_M076,Patna Pirates,Telugu Titans,25,44,Telugu Titans,2023-03-17,Mumbai,0.7486640192134953,0.6606763524717723
2,PKL_S2_M077,U Mumba,Bengal Warriors,38,27,U Mumba,2023-03-18,Hyderabad,0.8189596317257503,0.8759711805780919
2,PKL_S2_M078,Puneri Paltan,Tamil Thalaivas,43,32,Puneri Paltan,2023-03-19,Chennai,0.6720614879037459,0.7186559457364708
2,PKL_S2_M079,Tamil Thalaivas,Telugu Titans,29,38,Telugu Titans,2023-03-20,Jaipur,0.7186559457364708,0.6606763524717723
2,PKL_S2_M080,Bengal Warriors,Gujarat Giants,37,43,Gujarat Giants,2023-03-21,Mumbai,0.8759711805780919,0.738305641339052
2,PKL_S2_M081,Gujarat Giants,U Mumba,27,34,U Mumba,2023-03-22,Haryana,0.738305641339052,0.8189596317257503
2,PKL_S2_M082,Gujarat Giants,Haryana Steelers,42,33,Gujarat Giants,2023-03-23,Pune,0.738305641339052,0.7765114096948518
2,PKL_S2_M083,Puneri Paltan,Dabang Delhi KC,27,40,Dabang Delhi KC,2023-03-24,Chennai,0.6720614879037459,0.7347773274811705
2,PKL_S2_M084,Bengal Warriors,Bengaluru Bulls,37,37,Bengal Warriors,2023-03-25,Pune,0.8759711805780919,0.6211030348088759
2,PKL_S2_M085,Dabang Delhi KC,Patna Pirates,33,34,Patna Pirates,2023-03-26,Jaipur,0.7347773274811705,0.7486640192134953
2,PKL_S2_M086,Bengaluru Bulls,Haryana Steelers,44,32,Bengaluru Bulls,2023-03-27,Delhi,0.6211030348088759,0.7765114096948518
2,PKL_S2_M087,Bengaluru Bulls,Telugu Titans,37,35,Bengaluru Bulls,2023-03-28,Chennai,0.6211030348088759,0.6606763524717723
2,PKL_S2_M088,Patna Pirates,Telugu Titans,41,36,Patna Pirates,2023-03-29,Delhi,0.7486640192134953,0.6606763524717723
2,PKL_S2_M089,Patna Pirates,Haryana Steelers,31,42,Haryana Steelers,2023-03-30,Pune,0.7486640192134953,0.7765114096948518
2,PKL_S2_M090,Bengal Warriors,U Mumba,40,30,Bengal Warriors,2023-03-31,Bengaluru,0.8759711805780919,0.8189596317257503
2,PKL_S2_M091,UP Yoddhas,U Mumba,28,36,U Mumba,2023-04-01,Mumbai,0.6423441673996466,0.8189596317257503
2,PKL_S2_M092,U Mumba,Patna Pirates,32,33,U Mumba,2023-04-02,Patna,0.8189596317257503,0.7486640192134953
2,PKL_S2_M093,Haryana Steelers,Jaipur Pink Panthers,43,33,Haryana Steelers,2023-04-03,Ahmedabad,0.7765114096948518,0.6949451121825083
2,PKL_S2_M094,Haryana Steelers,Tamil Thalaivas,32,30,Haryana Steelers,2023-04-04,Kolkata,0.7765114096948518,0.7186559457364708
2,PKL_S2_M095,Tamil Thalaivas,Jaipur Pink Panthers,31,36,Jaipur Pink Panthers,2023-04-05,Jaipur,0.7186559457364708,0.6949451121825083
2,PKL_S2_M096,Bengal Warriors,Dabang Delhi KC,34,27,Bengal Warriors,2023-04-06,Ahmedabad,0.8759711805780919,0.7347773274811705
2,PKL_S2_M097,Puneri Paltan,Bengal Warriors,27,43,Bengal Warriors,2023-04-07,Mumbai,0.6720614879037459,0.8759711805780919
2,PKL_S2_M098,Bengaluru Bulls,U Mumba,32,37,U Mumba,2023-04-08,Hyderabad,0.6211030348088759,0.8189596317257503
2,PKL_S2_M099,Puneri Paltan,Tamil Thalaivas,39,30,Puneri Paltan,2023-04-09,Haryana,0.6720614879037459,0.7186559457364708
2,PKL_S2_M100,UP Yoddhas,Bengal Warriors,36,36,Bengal Warriors,2023-04-10,Hyderabad,0.6423441673996466,0.8759711805780919
2,PKL_S2_M101,U Mumba,Telugu Titans,30,32,Telugu Titans,2023-04-11,Ahmedabad,0.8189596317257503,0.6606763524717723
2,PKL_S2_M102,Bengaluru Bulls,Telugu Titans,43,25,Bengaluru Bulls,2023-04-12,Delhi,0.6211030348088759,0.6606763524717723
2,PKL_S2_M103,Telugu Titans,Jaipur Pink Panthers,36,33,Telugu Titans,2023-04-13,Pune,0.6606763524717723,0.6949451121825083
2,PKL_S2_M104,Bengal Warriors,Gujarat Giants,28,34,Gujarat Giants,2023-04-14,Chennai,0.8759711805780919,0.738305641339052
2,PKL_S2_M105,Bengal Warriors,Dabang Delhi KC,26,43,Dabang Delhi KC,2023-04-15,Ahmedabad,0.8759711805780919,0.7347773274811705
2,PKL_S2_M106,Tamil Thalaivas,Bengaluru Bulls,25,42,Bengaluru Bulls,2023-04-16,Haryana,0.7186559457364708,0.6211030348088759
2,PKL_S2_M107,Tamil Thalaivas,Jaipur Pink Panthers,28,43,Jaipur Pink Panthers,2023-04-17,Bengaluru,0.7186559457364708,0.6949451121825083
2,PKL_S2_M108,Bengal Warriors,Haryana Steelers,34,32,Haryana Steelers,2023-04-18,Ahmedabad,0.8759711805780919,0.7765114096948518
2,PKL_S2_M109,Telugu Titans,Bengaluru Bulls,44,34,Telugu Titans,2023-04-19,Mumbai,0.6606763524717723,0.6211030348088759
2,PKL_S2_M110,Patna Pirates,U Mumba,44,32,Patna Pirates,2023-04-20,Kolkata,0.7486640192134953,0.8189596317257503
2,PKL_S2_M111,Gujarat Giants,Tamil Thalaivas,28,34,Tamil Thalaivas,2023-04-21,Haryana,0.738305641339052,0.7186559457364708
2,PKL_S2_M112,Bengaluru Bulls,Tamil Thalaivas,33,34,Bengaluru Bulls,2023-04-22,Pune,0.6211030348088759,0.7186559457364708
2,PKL_S2_M113,Puneri Paltan,UP Yoddhas,41,32,Puneri Paltan,2023-04-23,Pune,0.6720614879037459,0.6423441673996466
2,PKL_S2_M114,Dabang Delhi KC,Puneri Paltan,36,43,Puneri Paltan,2023-04-24,Lucknow,0.7347773274811705,0.6720614879037459
2,PKL_S2_M115,Telugu Titans,UP Yoddhas,43,37,Telugu Titans,2023-04-25,Ahmedabad,0.6606763524717723,0.6423441673996466
2,PKL_S2_M116,Bengaluru Bulls,Haryana Steelers,25,34,Haryana Steelers,2023-04-26,Ahmedabad,0.6211030348088759,0.7765114096948518
2,PKL_S2_M117,Tamil Thalaivas,Bengaluru Bulls,36,35,Tamil Thalaivas,2023-04-27,Chennai,0.7186559457364708,0.6211030348088759
2,PKL_S2_M118,Puneri Paltan,Tamil Thalaivas,40,29,Puneri Paltan,2023-04-28,Patna,0.6720614879037459,0.7186559457364708
2,PKL_S2_M119,U Mumba,Puneri Paltan,29,34,Puneri Paltan,2023-04-29,Patna,0.8189596317257503,0.6720614879037459
2,PKL_S2_M120,Telugu Titans,Gujarat Giants,33,28,Telugu Titans,2023-04-30,Pune,0.6606763524717723,0.738305641339052
2,PKL_S2_M121,Bengaluru Bulls,Haryana Steelers,27,39,Haryana Steelers,2023-05-01,Kolkata,0.6211030348088759,0.7765114096948518
2,PKL_S2_M122,Tamil Thalaivas,UP Yoddhas,35,31,Tamil Thalaivas,2023-05-02,Pune,0.7186559457364708,0.6423441673996466
2,PKL_S2_M123,Tamil Thalaivas,U Mumba,36,37,Tamil Thalaivas,2023-05-03,Pune,0.7186559457364708,0.8189596317257503
2,PKL_S2_M124,Haryana Steelers,Patna Pirates,29,44,Patna Pirates,2023-05-04,Chennai,0.7765114096948518,0.7486640192134953
2,PKL_S2_M125,Jaipur Pink Panthers,Gujarat Giants,39,30,Jaipur Pink Panthers,2023-05-05,Hyderabad,0.6949451121825083,0.738305641339052
2,PKL_S2_M126,Gujarat Giants,Dabang Delhi KC,41,30,Gujarat Giants,2023-05-06,Ahmedabad,0.738305641339052,0.7347773274811705
2,PKL_S2_M127,Tamil Thalaivas,UP Yoddhas,27,35,UP Yoddhas,2023-05-07,Delhi,0.7186559457364708,0.6423441673996466
2,PKL_S2_M128,Haryana Steelers,Bengaluru Bulls,33,32,Bengaluru Bulls,2023-05-08,Pune,0.7765114096948518,0.6211030348088759
2,PKL_S2_M129,UP Yoddhas,U Mumba,36,44,U Mumba,2023-05-09,Delhi,0.6423441673996466,0.8189596317257503
2,PKL_S2_M130,Haryana Steelers,Gujarat Giants,32,41,Gujarat Giants,2023-05-10,Patna,0.7765114096948518,0.738305641339052
2,PKL_S2_M131,Gujarat Giants,Tamil Thalaivas,29,32,Tamil Thalaivas,2023-05-11,Delhi,0.738305641339052,0.7186559457364708
2,PKL_S2_M132,Bengal Warriors,Patna Pirates,28,43,Patna Pirates,2023-05-12,Lucknow,0.8759711805780919,0.7486640192134953
3,PKL_S3_M001,Jaipur Pink Panthers,UP Yoddhas,39,36,Jaipur Pink Panthers,2023-01-01,Kolkata,0.7102184503931493,0.7182384322752262
3,PKL_S3_M002,Puneri Paltan,Bengal Warriors,42,25,Puneri Paltan,2023-01-02,Bengaluru,0.7386801031832402,0.8062349544876803
3,PKL_S3_M003,Telugu Titans,Bengaluru Bulls,31,38,Bengaluru Bulls,2023-01-03,Hyderabad,0.7149220129605481,0.6815897455950457
3,PKL_S3_M004,Gujarat Giants,UP Yoddhas,37,34,Gujarat Giants,2023-01-04,Lucknow,0.7431142256809531,0.7182384322752262
3,PKL_S3_M005,Telugu Titans,Puneri Paltan,41,26,Telugu Titans,2023-01-05,Pune,0.7149220129605481,0.7386801031832402
3,PKL_S3_M006,Haryana Steelers,Patna Pirates,37,28,Haryana Steelers,2023-01-06,Patna,0.7665292200385551,0.8478231598763251
3,PKL_S3_M007,Patna Pirates,Dabang Delhi KC,34,30,Patna Pirates,2023-01-07,Bengaluru,0.8478231598763251,0.7820561081293564
3,PKL_S3_M008,Telugu Titans,Bengal Warriors,25,34,Bengal Warriors,2023-01-08,Mumbai,0.7149220129605481,0.8062349544876803
3,PKL_S3_M009,Bengal Warriors,Bengaluru Bulls,26,40,Bengaluru Bulls,2023-01-09,Jaipur,0.8062349544876803,0.6815897455950457
3,PKL_S3_M010,Haryana Steelers,Bengal Warriors,34,37,Bengal Warriors,2023-01-10,Chennai,0.7665292200385551,0.8062349544876803
3,PKL_S3_M011,Telugu Titans,Bengaluru Bulls,35,37,Telugu Titans,2023-01-11,Ahmedabad,0.7149220129605481,0.6815897455950457
3,PKL_S3_M012,Haryana Steelers,Bengal Warriors,32,38,Bengal Warriors,2023-01-12,Mumbai,0.7665292200385551,0.8062349544876803
3,PKL_S3_M013,Gujarat Giants,U Mumba,44,26,Gujarat Giants,2023-01-13,Mumbai,0.7431142256809531,0.7018466602706743
3,PKL_S3_M014,Jaipur Pink Panthers,Bengaluru Bulls,37,39,Bengaluru Bulls,2023-01-14,Chennai,0.7102184503931493,0.6815897455950457
3,PKL_S3_M015,Haryana Steelers,Gujarat Giants,42,33,Haryana Steelers,2023-01-15,Ahmedabad,0.7665292200385551,0.7431142256809531
3,PKL_S3_M016,Puneri Paltan,Jaipur Pink Panthers,43,30,Puneri Paltan,2023-01-16,Lucknow,0.7386801031832402,0.7102184503931493
3,PKL_S3_M017,Telugu Titans,Patna Pirates,34,40,Patna Pirates,2023-01-17,Hyderabad,0.7149220129605481,0.8478231598763251
3,PKL_S3_M018,Haryana Steelers,Bengal Warriors,25,37,Bengal Warriors,2023-01-18,Hyderabad,0.7665292200385551,0.8062349544876803
3,PKL_S3_M019,UP Yoddhas,Gujarat Giants,35,29,UP Yoddhas,2023-01-19,Chennai,0.7182384322752262,0.7431142256809531
3,PKL_S3_M020,Tamil Thalaivas,U Mumba,38,29,Tamil Thalaivas,2023-01-20,Pune,0.7338883704836671,0.7018466602706743
3,PKL_S3_M021,U Mumba,Bengal Warriors,31,37,Bengal Warriors,2023-01-21,Kolkata,0.7018466602706743,0.8062349544876803
3,PKL_S3_M022,UP Yoddhas,Dabang Delhi KC,35,31,UP Yoddhas,2023-01-22,Bengaluru,0.7182384322752262,0.7820561081293564
3,PKL_S3_M023,UP Yoddhas,U Mumba,32,35,UP Yoddhas,2023-01-23,Hyderabad,0.7182384322752262,0.7018466602706743
3,PKL_S3_M024,Tamil Thalaivas,Haryana Steelers,37,27,Tamil Thalaivas,2023-01-24,Pune,0.7338883704836671,0.7665292200385551
3,PKL_S3_M025,Haryana Steelers,Bengal Warriors,25,44,Bengal Warriors,2023-01-25,Jaipur,0.7665292200385551,0.8062349544876803
3,PKL_S3_M026,Telugu Titans,Dabang Delhi KC,41,25,Telugu Titans,2023-01-26,Pune,0.7149220129605481,0.7820561081293564
3,PKL_S3_M027,Tamil Thalaivas,Jaipur Pink Panthers,35,40,Jaipur Pink Panthers,2023-01-27,Delhi,0.7338883704836671,0.7102184503931493
3,PKL_S3_M028,UP Yoddhas,Bengal Warriors,27,37,Bengal Warriors,2023-01-28,Ahmedabad,0.7182384322752262,0.8062349544876803
3,PKL_S3_M029,Jaipur Pink Panthers,Puneri Paltan,27,33,Puneri Paltan,2023-01-29,Ahmedabad,0.7102184503931493,0.7386801031832402
3,PKL_S3_M030,Bengal Warriors,U Mumba,44,30,Bengal Warriors,2023-01-30,Mumbai,0.8062349544876803,0.7018466602706743
3,PKL_S3_M031,Patna Pirates,UP Yoddhas,42,34,Patna Pirates,2023-01-31,Patna,0.8478231598763251,0.7182384322752262
3,PKL_S3_M032,Tamil Thalaivas,Haryana Steelers,33,41,Haryana Steelers,2023-02-01,Ahmedabad,0.7338883704836671,0.7665292200385551
3,PKL_S3_M033,Bengal Warriors,Tamil Thalaivas,36,37,Tamil Thalaivas,2023-02-02,Pune,0.8062349544876803,0.7338883704836671
3,PKL_S3_M034,Gujarat Giants,Puneri Paltan,44,37,Gujarat Giants,2023-02-03,Lucknow,0.7431142256809531,0.7386801031832402
3,PKL_S3_M035,Telugu Titans,UP Yoddhas,35,32,UP Yoddhas,2023-02-04,Haryana,0.7149220129605481,0.7182384322752262
3,PKL_S3_M036,Haryana Steelers,Gujarat Giants,37,27,Haryana Steelers,2023-02-05,Ahmedabad,0.7665292200385551,0.7431142256809531
3,PKL_S3_M037,UP Yoddhas,Puneri Paltan,32,35,Puneri Paltan,2023-02-06,Pune,0.7182384322752262,0.7386801031832402
3,PKL_S3_M038,Bengal Warriors,Puneri Paltan,26,37,Puneri Paltan,2023-02-07,Bengaluru,0.8062349544876803,0.7386801031832402
3,PKL_S3_M039,Jaipur Pink Panthers,Patna Pirates,30,42,Patna Pirates,2023-02-08,Hyderabad,0.7102184503931493,0.8478231598763251
3,PKL_S3_M040,Bengal Warriors,Tamil Thalaivas,29,34,Tamil Thalaivas,2023-02-09,Chennai,0.8062349544876803,0.7338883704836671
3,PKL_S3_M041,Dabang Delhi KC,Jaipur Pink Panthers,34,29,Dabang Delhi KC,2023-02-10,Patna,0.7820561081293564,0.7102184503931493
3,PKL_S3_M042,Patna Pirates,Puneri Paltan,27,38,Puneri Paltan,2023-02-11,Patna,0.8478231598763251,0.7386801031832402
3,PKL_S3_M043,UP Yoddhas,Dabang Delhi KC,25,41,Dabang Delhi KC,2023-02-12,Mumbai,0.7182384322752262,0.7820561081293564
3,PKL_S3_M044,Haryana Steelers,Patna Pirates,31,40,Patna Pirates,2023-02-13,Bengaluru,0.7665292200385551,0.8478231598763251
3,PKL_S3_M045,Haryana Steelers,Puneri Paltan,43,30,Haryana Steelers,2023-02-14,Delhi,0.7665292200385551,0.7386801031832402
3,PKL_S3_M046,UP Yoddhas,Telugu Titans,30,34,Telugu Titans,2023-02-15,Jaipur,0.7182384322752262,0.7149220129605481
3,PKL_S3_M047,Telugu Titans,U Mumba,32,42,U Mumba,2023-02-16,Patna,0.7149220129605481,0.7018466602706743
3,PKL_S3_M048,Telugu Titans,Gujarat Giants,44,35,Telugu Titans,2023-02-17,Patna,0.7149220129605481,0.7431142256809531
3,PKL_S3_M049,Jaipur Pink Panthers,Bengal Warriors,31,40,Bengal Warriors,2023-02-18,Delhi,0.7102184503931493,0.8062349544876803
3,PKL_S3_M050,Tamil Thalaivas,U Mumba,26,33,U Mumba,2023-02-19,Kolkata,0.7338883704836671,0.7018466602706743
3,PKL_S3_M051,Haryana Steelers,UP Yoddhas,33,39,UP Yoddhas,2023-02-20,Kolkata,0.7665292200385551,0.7182384322752262
3,PKL_S3_M052,Gujarat Giants,Patna Pirates,44,37,Gujarat Giants,2023-02-21,Haryana,0.7431142256809531,0.8478231598763251
3,PKL_S3_M053,Bengaluru Bulls,Patna Pirates,29,37,Patna Pirates,2023-02-22,Haryana,0.6815897455950457,0.8478231598763251
3,PKL_S3_M054,Bengal Warriors,Telugu Titans,34,36,Telugu Titans,2023-02-23,Lucknow,0.8062349544876803,0.7149220129605481
3,PKL_S3_M055,Dabang Delhi KC,UP Yoddhas,38,31,Dabang Delhi KC,2023-02-24,Lucknow,0.7820561081293564,0.7182384322752262
3,PKL_S3_M056,Tamil Thalaivas,Telugu Titans,34,36,Tamil Thalaivas,2023-02-25,Haryana,0.7338883704836671,0.7149220129605481
3,PKL_S3_M057,Tamil Thalaivas,Haryana Steelers,30,34,Haryana Steelers,2023-02-26,Delhi,0.7338883704836671,0.7665292200385551
3,PKL_S3_M058,Bengaluru Bulls,Bengal Warriors,29,34,Bengal Warriors,2023-02-27,Hyderabad,0.6815897455950457,0.8062349544876803
3,PKL_S3_M059,Telugu Titans,Bengaluru Bulls,35,43,Bengaluru Bulls,2023-02-28,Kolkata,0.7149220129605481,0.6815897455950457
3,PKL_S3_M060,Gujarat Giants,Tamil Thalaivas,37,41,Tamil Thalaivas,2023-03-01,Hyderabad,0.7431142256809531,0.7338883704836671
3,PKL_S3_M061,UP Yoddhas,U Mumba,39,26,UP Yoddhas,2023-03-02,Delhi,0.7182384322752262,0.7018466602706743
3,PKL_S3_M062,UP Yoddhas,Jaipur Pink Panthers,31,33,Jaipur Pink Panthers,2023-03-03,Haryana,0.7182384322752262,0.7102184503931493
3,PKL_S3_M063,UP Yoddhas,Jaipur Pink Panthers,32,32,UP Yoddhas,2023-03-04,Bengaluru,0.7182384322752262,0.7102184503931493
3,PKL_S3_M064,Tamil Thalaivas,UP Yoddhas,25,43,UP Yoddhas,2023-03-05,Chennai,0.7338883704836671,0.7182384322752262
3,PKL_S3_M065,UP Yoddhas,Tamil Thalaivas,42,36,UP Yoddhas,2023-03-06,Ahmedabad,0.7182384322752262,0.7338883704836671
3,PKL_S3_M066,Tamil Thalaivas,Jaipur Pink Panthers,31,39,Jaipur Pink Panthers,2023-03-07,Bengaluru,0.7338883704836671,0.7102184503931493
3,PKL_S3_M067,Dabang Delhi KC,Jaipur Pink Panthers,36,27,Dabang Delhi KC,2023-03-08,Patna,0.7820561081293564,0.7102184503931493
3,PKL_S3_M068,Tamil Thalaivas,Haryana Steelers,29,34,Haryana Steelers,2023-03-09,Mumbai,0.7338883704836671,0.7665292200385551
3,PKL_S3_M069,Gujarat Giants,Puneri Paltan,31,43,Puneri Paltan,2023-03-10,Delhi,0.7431142256809531,0.7386801031832402
3,PKL_S3_M070,Haryana Steelers,Telugu Titans,36,39,Telugu Titans,2023-03-11,Jaipur,0.7665292200385551,0.7149220129605481
3,PKL_S3_M071,Gujarat Giants,Bengaluru Bulls,27,41,Bengaluru Bulls,2023-03-12,Ahmedabad,0.7431142256809531,0.6815897455950457
3,PKL_S3_M072,Bengaluru Bulls,Telugu Titans,25,34,Telugu Titans,2023-03-13,Lucknow,0.6815897455950457,0.7149220129605481
3,PKL_S3_M073,Patna Pirates,Tamil Thalaivas,32,30,Patna Pirates,2023-03-14,Pune,0.8478231598763251,0.7338883704836671
3,PKL_S3_M074,Dabang Delhi KC,UP Yoddhas,44,34,Dabang Delhi KC,2023-03-15,Delhi,0.7820561081293564,0.7182384322752262
3,PKL_S3_M075,Bengaluru Bulls,U Mumba,28,42,U Mumba,2023-03-16,Haryana,0.6815897455950457,0.7018466602706743
3,PKL_S3_M076,Gujarat Giants,Jaipur Pink Panthers,42,37,Gujarat Giants,2023-03-17,Delhi,0.7431142256809531,0.7102184503931493
3,PKL_S3_M077,Bengal Warriors,Gujarat Giants,36,34,Gujarat Giants,2023-03-18,Mumbai,0.8062349544876803,0.7431142256809531
3,PKL_S3_M078,U Mumba,Patna Pirates,29,39,Patna Pirates,2023-03-19,Pune,0.7018466602706743,0.8478231598763251
3,PKL_S3_M079,UP Yoddhas,Puneri Paltan,30,41,Puneri Paltan,2023-03-20,Ahmedabad,0.7182384322752262,0.7386801031832402
3,PKL_S3_M080,Jaipur Pink Panthers,Puneri Paltan,37,37,Puneri Paltan,2023-03-21,Delhi,0.7102184503931493,0.7386801031832402
3,PKL_S3_M081,Dabang Delhi KC,Bengaluru Bulls,33,33,Bengaluru Bulls,2023-03-22,Lucknow,0.7820561081293564,0.6815897455950457
3,PKL_S3_M082,Gujarat Giants,Telugu Titans,38,27,Gujarat Giants,2023-03-23,Pune,0.7431142256809531,0.7149220129605481
3,PKL_S3_M083,Dabang Delhi KC,Haryana Steelers,37,44,Haryana Steelers,2023-03-24,Haryana,0.7820561081293564,0.7665292200385551
3,PKL_S3_M084,Puneri Paltan,Gujarat Giants,36,35,Gujarat Giants,2023-03-25,Chennai,0.7386801031832402,0.7431142256809531
3,PKL_S3_M085,Jaipur Pink Panthers,Bengaluru Bulls,43,27,Jaipur Pink Panthers,2023-03-26,Jaipur,0.7102184503931493,0.6815897455950457
3,PKL_S3_M086,Jaipur Pink Panthers,Bengaluru Bulls,35,44,Bengaluru Bulls,2023-03-27,Pune,0.7102184503931493,0.6815897455950457
3,PKL_S3_M087,Gujarat Giants,U Mumba,33,32,Gujarat Giants,2023-03-28,Hyderabad,0.7431142256809531,0.7018466602706743
3,PKL_S3_M088,UP Yoddhas,Patna Pirates,32,33,UP Yoddhas,2023-03-29,Chennai,0.7182384322752262,0.8478231598763251
3,PKL_S3_M089,Bengaluru Bulls,Telugu Titans,42,34,Bengaluru Bulls,2023-03-30,Pune,0.6815897455950457,0.7149220129605481
3,PKL_S3_M090,Jaipur Pink Panthers,Puneri Paltan,29,35,Puneri Paltan,2023-03-31,Kolkata,0.7102184503931493,0.7386801031832402
3,PKL_S3_M091,U Mumba,Tamil Thalaivas,40,33,U Mumba,2023-04-01,Lucknow,0.7018466602706743,0.7338883704836671
3,PKL_S3_M092,Bengaluru Bulls,Telugu Titans,33,36,Bengaluru Bulls,2023-04-02,Pune,0.6815897455950457,0.7149220129605481
3,PKL_S3_M093,Jaipur Pink Panthers,UP Yoddhas,30,40,UP Yoddhas,2023-04-03,Patna,0.7102184503931493,0.7182384322752262
3,PKL_S3_M094,Haryana Steelers,Patna Pirates,31,39,Patna Pirates,2023-04-04,Jaipur,0.7665292200385551,0.8478231598763251
3,PKL_S3_M095,U Mumba,Gujarat Giants,38,34,U Mumba,2023-04-05,Haryana,0.7018466602706743,0.7431142256809531
3,PKL_S3_M096,Dabang Delhi KC,Bengal Warriors,35,38,Bengal Warriors,2023-04-06,Bengaluru,0.7820561081293564,0.8062349544876803
3,PKL_S3_M097,Puneri Paltan,U Mumba,37,42,U Mumba,2023-04-07,Kolkata,0.7386801031832402,0.7018466602706743
3,PKL_S3_M098,Bengal Warriors,Haryana Steelers,40,28,Bengal Warriors,2023-04-08,Hyderabad,0.8062349544876803,0.7665292200385551
3,PKL_S3_M099,Telugu Titans,Puneri Paltan,33,37,Telugu Titans,2023-04-09,Chennai,0.7149220129605481,0.7386801031832402
3,PKL_S3_M100,Tamil Thalaivas,Haryana Steelers,26,42,Haryana Steelers,2023-04-10,Kolkata,0.7338883704836671,0.7665292200385551
3,PKL_S3_M101,Telugu Titans,Gujarat Giants,36,28,Telugu Titans,2023-04-11,Delhi,0.7149220129605481,0.7431142256809531
3,PKL_S3_M102,Tamil Thalaivas,Bengaluru Bulls,39,28,Tamil Thalaivas,2023-04-12,Pune,0.7338883704836671,0.6815897455950457
3,PKL_S3_M103,Patna Pirates,Gujarat Giants,26,32,Gujarat Giants,2023-04-13,Patna,0.8478231598763251,0.7431142256809531
3,PKL_S3_M104,Telugu Titans,U Mumba,33,37,U Mumba,2023-04-14,Delhi,0.7149220129605481,0.7018466602706743
3,PKL_S3_M105,Telugu Titans,Gujarat Giants,40,26,Telugu Titans,2023-04-15,Mumbai,0.7149220129605481,0.7431142256809531
3,PKL_S3_M106,Haryana Steelers,Telugu Titans,32,37,Telugu Titans,2023-04-16,Kolkata,0.7665292200385551,0.7149220129605481
3,PKL_S3_M107,Dabang Delhi KC,U Mumba,36,26,Dabang Delhi KC,2023-04-17,Jaipur,0.7820561081293564,0.7018466602706743
3,PKL_S3_M108,Patna Pirates,U Mumba,25,44,U Mumba,2023-04-18,Chennai,0.8478231598763251,0.7018466602706743
